Entry	Entry Name	Protein names	Gene Names	Organism	Length	Domain [FT]
H9EHL8	H9EHL8_9CHLO	Ribulose-bisphosphate carboxylase (EC 4.1.1.39)	rbcL	Caulerpa mexicana	300	DOMAIN 2..300; /note="RuBisCO_large"; /evidence="ECO:0000259|Pfam:PF00016"
H9EHL9	H9EHL9_9CHLO	Ribulose-bisphosphate carboxylase (EC 4.1.1.39)	rbcL	Caulerpa chemnitzia var. peltata	297	DOMAIN 2..285; /note="RuBisCO_large"; /evidence="ECO:0000259|Pfam:PF00016"
H9EHM0	H9EHM0_CAURA	Ribulose-bisphosphate carboxylase (EC 4.1.1.39)	rbcL	Caulerpa racemosa f. macrophysa	302	DOMAIN 6..290; /note="RuBisCO_large"; /evidence="ECO:0000259|Pfam:PF00016"
H9FQ53	H9FQ53_MACMU	Adapter molecule crk isoform b	CRK	Macaca mulatta (Rhesus macaque)	204	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
H9FQ57	H9FQ57_MACMU	Adapter molecule crk isoform a (CRK proto-onco, adaptor protein)	CRK	Macaca mulatta (Rhesus macaque)	304	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
H9G630	H9G630_ANOCA	Engulfment and cell motility 3	ELMO3	Anolis carolinensis (Green anole) (American chameleon)	718	DOMAIN 307..480; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
H9GDU0	H9GDU0_ANOCA	SH3 domain-containing protein		Anolis carolinensis (Green anole) (American chameleon)	280	DOMAIN 103..163; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 211..272; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
H9GLM7	H9GLM7_ANOCA	Crk-like protein	LOC100566319	Anolis carolinensis (Green anole) (American chameleon)	251	DOMAIN 15..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 115..175; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 186..247; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
H9XVM6	H9XVM6_DROME	Crk oncogene, isoform E	Crk CRK crk D-CRK D-Crk DCrk Dcrk dCRK dCrk Dmel\CG1587 CG1587 Dmel_CG1587	Drosophila melanogaster (Fruit fly)	263	DOMAIN 1..96; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 98..158; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 191..252; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
H9XVM7	H9XVM7_DROME	Crk oncogene, isoform D	Crk CRK crk D-CRK D-Crk DCrk Dcrk dCRK dCrk Dmel\CG1587 CG1587 Dmel_CG1587	Drosophila melanogaster (Fruit fly)	184	DOMAIN 12..104; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 106..166; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
I0FKQ0	I0FKQ0_MACMU	Engulfment and cell motility protein 1 isoform 1	ELMO1	Macaca mulatta (Rhesus macaque)	727	DOMAIN 319..492; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I0FKS6	I0FKS6_MACMU	Engulfment and cell motility protein 2	ELMO2	Macaca mulatta (Rhesus macaque)	720	DOMAIN 311..485; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I1BJB6	I1BJB6_RHIO9	PH domain-containing protein	RO3G_01000	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	391	DOMAIN 1..63; /note="ELMO"; /evidence="ECO:0000259|Pfam:PF04727"; DOMAIN 154..333; /note="PH"; /evidence="ECO:0000259|Pfam:PF16457"
I1C1Z8	I1C1Z8_RHIO9	ELMO domain-containing protein	RO3G_07183	Rhizopus delemar (strain RA 99-880 / ATCC MYA-4621 / FGSC 9543 / NRRL 43880) (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	692	DOMAIN 260..412; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I1RRW2	I1RRW2_GIBZE	Chromosome 4, complete genome	FG06859.1 FGRAMPH1_01T23353	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) (Wheat head blight fungus) (Fusarium graminearum)	716	DOMAIN 259..445; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I2FNU8	I2FNU8_USTH4	Related to Engulfment and cell motility gene 1 protein	UHOR_06462	Ustilago hordei (strain Uh4875-4) (Barley covered smut fungus)	814	DOMAIN 360..535; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3J1H5	I3J1H5_ORENI	Engulfment and cell motility protein 1	ELMO1	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	717	DOMAIN 310..482; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3J755	I3J755_ORENI	V-crk avian sarcoma virus CT10 oncogene homolog-like		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	310	DOMAIN 19..107; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 126..186; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 242..303; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
I3JSW2	I3JSW2_ORENI	Adapter molecule crk	CRK	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	320	DOMAIN 13..111; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 252..313; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
I3JVL5	I3JVL5_ORENI	Engulfment and cell motility protein 3	LOC100697255	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	715	DOMAIN 307..477; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3JXS3	I3JXS3_ORENI	Adapter molecule crk	LOC100705099	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	315	DOMAIN 13..111; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 246..307; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
I3KT10	I3KT10_ORENI	Engulfment and cell motility protein 2	LOC100710831	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	658	DOMAIN 319..488; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3KT11	I3KT11_ORENI	Engulfment and cell motility protein 2	LOC100710831	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	723	DOMAIN 319..488; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3L297	I3L297_HUMAN	Adapter molecule crk	CRK	Homo sapiens (Human)	223	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"
I3LTY7	I3LTY7_PIG	Engulfment and cell motility 2	ELMO2	Sus scrofa (Pig)	732	DOMAIN 323..497; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3M5G8	I3M5G8_ICTTR	CRK proto-oncogene, adaptor protein	CRK	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	82	DOMAIN 13..82; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"
I3M6W8	I3M6W8_ICTTR	Engulfment and cell motility 1	ELMO1	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	727	DOMAIN 319..492; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3MC34	I3MC34_ICTTR	CRK like proto-oncogene, adaptor protein	CRKL	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	303	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
I3MJZ2	I3MJZ2_ICTTR	Engulfment and cell motility 2	ELMO2	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	732	DOMAIN 323..497; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I3N3Y9	I3N3Y9_ICTTR	Engulfment and cell motility 3	ELMO3	Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus)	703	DOMAIN 290..462; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
I7GC96	I7GC96_MACFA	Macaca fascicularis brain cDNA clone: QflA-18665, similar to human v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK),transcript variant II, mRNA, RefSeq: NM_016823.2		Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	93	
I7GJM2	I7GJM2_MACFA	Macaca fascicularis brain cDNA clone: QbsB-10607, similar to human v-crk sarcoma virus CT10 oncogene homolog (avian) (CRK),transcript variant II, mRNA, RefSeq: NM_016823.2		Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	222	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"
I7ZU99	I7ZU99_ASPO3	Regulator of Rac1, required for phagocytosis and cell migration	Ao3042_08107	Aspergillus oryzae (strain 3.042) (Yellow koji mold)	698	DOMAIN 239..420; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J3KL25	J3KL25_COCIM	ELMO/CED-12 family protein	CIMG_02296	Coccidioides immitis (strain RS) (Valley fever fungus)	716	DOMAIN 243..419; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J3PFE0	J3PFE0_GAET3	ELMO/CED-12 family protein	20352675 GGTG_12217	Gaeumannomyces tritici (strain R3-111a-1) (Wheat and barley take-all root rot fungus) (Gaeumannomyces graminis var. tritici)	785	DOMAIN 268..480; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J3RYC7	J3RYC7_CROAD	Adapter molecule crk		Crotalus adamanteus (Eastern diamondback rattlesnake)	300	DOMAIN 13..114; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 128..188; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 231..292; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
J3S4B2	J3S4B2_CROAD	Engulfment and cell motility protein 2		Crotalus adamanteus (Eastern diamondback rattlesnake)	720	DOMAIN 311..485; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J3S8M4	J3S8M4_CROAD	Engulfment and cell motility protein 3-like		Crotalus adamanteus (Eastern diamondback rattlesnake)	718	DOMAIN 307..480; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J4H0A8	J4H0A8_9APHY	ELMO domain-containing protein	FIBRA_00596	Fibroporia radiculosa	776	DOMAIN 359..514; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J5K8R7	J5K8R7_BEAB2	ELMO/CED-12 family protein	BBA_00146	Beauveria bassiana (strain ARSEF 2860) (White muscardine disease fungus) (Tritirachium shiotae)	715	DOMAIN 254..439; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J6ERB5	J6ERB5_TRIAS	ELMO domain-containing protein	A1Q1_04267	Trichosporon asahii var. asahii (strain ATCC 90039 / CBS 2479 / JCM 2466 / KCTC 7840 / NBRC 103889/ NCYC 2677 / UAMH 7654) (Yeast)	834	DOMAIN 398..582; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
J9VUF6	J9VUF6_CRYNH	ELMO domain-containing protein	CNAG_05930	Cryptococcus neoformans var. grubii serotype A (strain H99 / ATCC 208821 / CBS 10515 / FGSC 9487) (Filobasidiella neoformans var. grubii)	889	DOMAIN 416..611; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K1QZG7	K1QZG7_CRAGI	Engulfment and cell motility protein 1	CGI_10017797	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	458	DOMAIN 54..221; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K1VI04	K1VI04_TRIAC	ELMO domain-containing protein	A1Q2_01961	Trichosporon asahii var. asahii (strain CBS 8904) (Yeast)	834	DOMAIN 398..582; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K1X7E6	K1X7E6_MARBU	ELMO/CED-12 family protein	MBM_00145	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	719	DOMAIN 253..443; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K2R5N3	K2R5N3_MACPH	Engulfment/cell motility ELMO	MPH_05135	Macrophomina phaseolina (strain MS6) (Charcoal rot fungus)	576	DOMAIN 94..272; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K3VWY6	K3VWY6_FUSPC	ELMO domain-containing protein	FPSE_11806	Fusarium pseudograminearum (strain CS3096) (Wheat and barley crown-rot fungus)	716	DOMAIN 259..445; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K3WB85	K3WB85_GLOUD	PH domain-containing protein		Globisporangium ultimum (strain ATCC 200006 / CBS 805.95 / DAOM BR144) (Pythium ultimum)	892	DOMAIN 272..375; /note="PH"; /evidence="ECO:0000259|PROSITE:PS50003"; DOMAIN 660..859; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K5VTB7	K5VTB7_PHACS	ELMO domain-containing protein	PHACADRAFT_264535	Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa)	802	DOMAIN 382..538; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K5XET3	K5XET3_AGABU	ELMO domain-containing protein	AGABI1DRAFT_35362	Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom)	762	DOMAIN 351..506; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K7BFE2	K7BFE2_PANTR	V-crk sarcoma virus CT10 oncogene homolog (Avian)-like	CRKL	Pan troglodytes (Chimpanzee)	182	
K7BL55	K7BL55_PANTR	V-crk sarcoma virus CT10 oncogene homolog (Avian)-like	CRKL	Pan troglodytes (Chimpanzee)	147	
K7CUT5	K7CUT5_PANTR	V-crk sarcoma virus CT10 oncogene homolog (Avian)	CRK	Pan troglodytes (Chimpanzee)	204	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K7D4Z8	K7D4Z8_PANTR	CRK proto-onco, adaptor protein (V-crk sarcoma virus CT10 oncogene homolog (Avian))	CRK	Pan troglodytes (Chimpanzee)	304	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K7FXL2	K7FXL2_PELSI	Crk-like protein		Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	217	DOMAIN 1..67; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 83..143; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K7G2P1	K7G2P1_PELSI	Engulfment and cell motility 2	ELMO2	Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	710	DOMAIN 301..475; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K7G3R3	K7G3R3_PELSI	CRK proto-oncogene, adaptor protein	CRK	Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	227	DOMAIN 55..115; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 158..219; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K7GFD4	K7GFD4_PELSI	Engulfment and cell motility 1	ELMO1	Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	727	DOMAIN 319..492; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K7GJJ5	K7GJJ5_PELSI	CRK like proto-oncogene, adaptor protein		Pelodiscus sinensis (Chinese softshell turtle) (Trionyx sinensis)	194	DOMAIN 14..74; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 126..187; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K9GE52	K9GE52_PEND2	ELMO/CED-12 family protein	PDIG_49220	Penicillium digitatum (strain PHI26 / CECT 20796) (Green mold)	698	DOMAIN 240..421; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K9GNU1	K9GNU1_PEND1	ELMO/CED-12 family protein	PDIP_42090	Penicillium digitatum (strain Pd1 / CECT 20795) (Green mold)	698	DOMAIN 240..421; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K9IHY3	K9IHY3_DESRO	Putative crk family adapter		Desmodus rotundus (Vampire bat)	303	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K9IMH0	K9IMH0_DESRO	Putative regulator of rac1 required for phagocytosis and cell migration		Desmodus rotundus (Vampire bat)	727	DOMAIN 319..492; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
K9J1N0	K9J1N0_DESRO	Putative crk family adapter		Desmodus rotundus (Vampire bat)	202	DOMAIN 11..116; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 130..190; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
K9J5W1	K9J5W1_DESRO	Putative regulator of rac1 required for phagocytosis and cell migration		Desmodus rotundus (Vampire bat)	657	DOMAIN 248..422; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L2FL29	L2FL29_COLFN	Elmo ced-12 family protein (Engulfment and cell motility protein 3)	ELMO3 CGGC5_12594 CGGC5_v000716	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	714	DOMAIN 255..440; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L5JSJ1	L5JSJ1_PTEAL	Proto-oncogene C-crk	PAL_GLEAN10020001	Pteropus alecto (Black flying fox)	304	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L5JZQ4	L5JZQ4_PTEAL	Ubiquitin-60S ribosomal protein L40	PAL_GLEAN10024078	Pteropus alecto (Black flying fox)	559	DOMAIN 16..104; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 109..169; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 222..249; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"; DOMAIN 287..314; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"; DOMAIN 343..370; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"; DOMAIN 404..431; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"; DOMAIN 459..488; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"; DOMAIN 512..539; /note="C2H2-type"; /evidence="ECO:0000259|PROSITE:PS50157"
L5K0H8	L5K0H8_PTEAL	Engulfment and cell motility protein 2	PAL_GLEAN10024425	Pteropus alecto (Black flying fox)	720	DOMAIN 311..485; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L5KSP7	L5KSP7_PTEAL	Engulfment and cell motility protein 3	PAL_GLEAN10016216	Pteropus alecto (Black flying fox)	708	DOMAIN 307..479; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L5KVT5	L5KVT5_PTEAL	Crk-like protein	PAL_GLEAN10010830	Pteropus alecto (Black flying fox)	303	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L5LJ06	L5LJ06_MYODS	Engulfment and cell motility protein 3	MDA_GLEAN10017110	Myotis davidii (David's myotis)	629	DOMAIN 307..479; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L5LJ81	L5LJ81_MYODS	Crk-like protein	MDA_GLEAN10020130	Myotis davidii (David's myotis)	303	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L5LNC7	L5LNC7_MYODS	Adapter molecule crk	MDA_GLEAN10016877	Myotis davidii (David's myotis)	370	DOMAIN 13..184; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 198..258; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 301..362; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L7IIH2	L7IIH2_MAGOY	ELMO/CED-12 family protein	OOU_Y34scaffold00215g6	Magnaporthe oryzae (strain Y34) (Rice blast fungus) (Pyricularia oryzae)	744	DOMAIN 259..452; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L7J8Z9	L7J8Z9_MAGOP	ELMO/CED-12 family protein	OOW_P131scaffold00889g5	Magnaporthe oryzae (strain P131) (Rice blast fungus) (Pyricularia oryzae)	744	DOMAIN 259..452; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L7LVG7	L7LVG7_RHIPC	Putative regulator of rac1 required for phagocytosis and cell migration		Rhipicephalus pulchellus (Yellow backed tick) (Dermacentor pulchellus)	757	DOMAIN 322..494; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L7M1T1	L7M1T1_RHIPC	Putative crk family adapter		Rhipicephalus pulchellus (Yellow backed tick) (Dermacentor pulchellus)	285	DOMAIN 13..105; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 107..168; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 216..277; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L7M9U3	L7M9U3_RHIPC	Putative regulator of rac1 required for phagocytosis and cell migration		Rhipicephalus pulchellus (Yellow backed tick) (Dermacentor pulchellus)	731	DOMAIN 322..494; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L7MGU4	L7MGU4_RHIPC	Putative regulator of rac1 required for phagocytosis and cell migration		Rhipicephalus pulchellus (Yellow backed tick) (Dermacentor pulchellus)	692	DOMAIN 301..473; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L7RT18	L7RT18_HUMAN	V-crk sarcoma virus CT10 oncogene homolog (Avian)	CRK	Homo sapiens (Human)	304	DOMAIN 13..118; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 132..192; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L8GBA9	L8GBA9_PSED2	ELMO domain-containing protein	GMDG_04535	Pseudogymnoascus destructans (strain ATCC MYA-4855 / 20631-21) (Bat white-nose syndrome fungus) (Geomyces destructans)	716	DOMAIN 256..443; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L8H196	L8H196_ACACA	ELMO domain-containing protein	ACA1_368220	Acanthamoeba castellanii str. Neff	727	DOMAIN 16..371; /note="GBD/FH3"; /evidence="ECO:0000259|PROSITE:PS51232"; DOMAIN 308..464; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L8IBP1	L8IBP1_9CETA	Crk-like protein	M91_21067	Bos mutus (wild yak)	302	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 234..295; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L8IFX9	L8IFX9_9CETA	Engulfment and cell motility protein 2	M91_17924	Bos mutus (wild yak)	732	DOMAIN 323..497; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L8IZ13	L8IZ13_9CETA	Adapter molecule crk	M91_14680	Bos mutus (wild yak)	224	DOMAIN 52..112; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 155..216; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
L9JGR7	L9JGR7_TUPCH	Engulfment and cell motility protein 2	TREES_T100020989	Tupaia chinensis (Chinese tree shrew)	832	DOMAIN 427..601; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L9K289	L9K289_TUPCH	Engulfment and cell motility protein 3	TREES_T100009334	Tupaia chinensis (Chinese tree shrew)	749	DOMAIN 336..508; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
L9LBZ5	L9LBZ5_TUPCH	Crk-like protein	TREES_T100012802	Tupaia chinensis (Chinese tree shrew)	303	DOMAIN 14..102; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 123..183; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 235..296; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
M1EKR5	M1EKR5_MUSPF	V-crk sarcoma virus CT10 oncoprotein-like protein-like protein		Mustela putorius furo (European domestic ferret) (Mustela furo)	299	DOMAIN 6..99; /note="SH2"; /evidence="ECO:0000259|PROSITE:PS50001"; DOMAIN 120..180; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"; DOMAIN 232..293; /note="SH3"; /evidence="ECO:0000259|PROSITE:PS50002"
M1EMM4	M1EMM4_MUSPF	Engulfment and cell motility 3		Mustela putorius furo (European domestic ferret) (Mustela furo)	724	DOMAIN 312..484; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
M1ES01	M1ES01_MUSPF	Engulfment and cell motility 1		Mustela putorius furo (European domestic ferret) (Mustela furo)	719	DOMAIN 311..485; /note="ELMO"; /evidence="ECO:0000259|PROSITE:PS51335"
